original_org_name,variant
International Livestock Research Institute,International Livestock Research Institute
International Livestock Research Institute,international livestock research institute
USA-United States Agency for International Development,USA-United States Agnecy for International Development
USA-United States Agency for International Development,usa-united states agency for international development
USA-United States Agency for International Development,USAUnited States Agency for International Development
USA-United States Agency for International Development,USA-United States Agency for International Development
"University of California, Davis","university of california, davis"
"University of California, Davis","University ofC alifornia, Davis"
"University of California, Davis","University of California, Davis"
"University of California, Davis",University of California Davis
FAO-Food and Agriculture Organization,FAOFood and Agriculture Organization
FAO-Food and Agriculture Organization,fao-food and agriculture organization
FAO-Food and Agriculture Organization,FAO-Food and Agriculture Organization
International Potato Center (CIP),International Potato Center CIP
International Potato Center (CIP),International Potato Centre (CIP)
International Potato Center (CIP),international potato center (cip)
International Potato Center (CIP),International Potato Center (CIP)
Unité Nationale de Gestion du Projets–UNGP MIONJO,Unité Nationale de Gestion du ProjetsUNGP MIONJO
Unité Nationale de Gestion du Projets–UNGP MIONJO,unité nationale de gestion du projets–ungp mionjo
Unité Nationale de Gestion du Projets–UNGP MIONJO,Unité Nationale de Gestion du Projets–UNGP MIONJO
Unité Nationale de Gestion du Projets–UNGP MIONJO,Unité Nationale de Gestion du Projets–UGNP MIONJO
International Potato Center,international potato center
International Potato Center,International Potato Center
International Potato Center,International Potato Cenetr
European Investment Bank,European Investment Bank
European Investment Bank,european investment bank
European Investment Bank,European Inevstment Bank
UN Women-United Nations Entity for Gender Equality and the Empowerment of Women,un women-united nations entity for gender equality and the empowerment of women
UN Women-United Nations Entity for Gender Equality and the Empowerment of Women,UN Women-United Nations Entity for Gender Equality and the Empowerment of Women
UN Women-United Nations Entity for Gender Equality and the Empowerment of Women,UN WomenUnited Nations Entity for Gender Equality and the Empowerment of Women
UN Women-United Nations Entity for Gender Equality and the Empowerment of Women,UN Women-United Nations Entity for Gender Equality and the Empoweremnt of Women
Cargill,Cargill
Cargill,cargill
Japan-Ministry of Foreign Affairs,Japan-Ministry of Froeign Affairs
Japan-Ministry of Foreign Affairs,JapanMinistry of Foreign Affairs
Japan-Ministry of Foreign Affairs,japan-ministry of foreign affairs
Japan-Ministry of Foreign Affairs,Japan-Ministry of Foreign Affairs
Kubota Corporation,kubota corporation
Kubota Corporation,Kubota Coropration
Kubota Corporation,Kubota Corporation
University of Nebraska,university of nebraska
University of Nebraska,University of Nebraska
University of Nebraska,University of eNbraska
Office of the Presidential Court of the UAE,Office of the Presidential Court of the UAE
Office of the Presidential Court of the UAE,office of the presidential court of the uae
Office of the Presidential Court of the UAE,Office of the Presidential Coutr of the UAE
Rockefeller Foundation,Rockefeller Foundation
Rockefeller Foundation,Rockefelle rFoundation
Rockefeller Foundation,rockefeller foundation
"United Kingdom-Foreign, Commonwealth and Development Office",United KingdomForeign Commonwealth and Development Office
"United Kingdom-Foreign, Commonwealth and Development Office","united kingdom-foreign, commonwealth and development office"
"United Kingdom-Foreign, Commonwealth and Development Office","United Kingdom-Foreign, Commonwealth and Development Office"
"United Kingdom-Foreign, Commonwealth and Development Office","United Kingdom-Foreign, Commonwealth adn Development Office"
Ireland-Irish Aid,ireland-irish aid
Ireland-Irish Aid,IrelandIrish Aid
Ireland-Irish Aid,Ireland-Irish Aid
Ireland-Irish Aid,Irelan-dIrish Aid
International Institute of Tropical Agriculture (IITA),International Institute of Torpical Agriculture (IITA)
International Institute of Tropical Agriculture (IITA),international institute of tropical agriculture (iita)
International Institute of Tropical Agriculture (IITA),International Institute of Tropical Agriculture (IITA)
International Institute of Tropical Agriculture (IITA),International Institute of Tropical Agriculture IITA
Madagascar-MPAE-Ministère auprès de la présidence en charge de l’agriculture et de l’élevage,Madagascar-MPAE-Ministère auprès de la présidence en charge de l’agriculture et de l’élevage
Madagascar-MPAE-Ministère auprès de la présidence en charge de l’agriculture et de l’élevage,Madagascar-MPAE-Ministère auprès de la présidecne en charge de l’agriculture et de l’élevage
Madagascar-MPAE-Ministère auprès de la présidence en charge de l’agriculture et de l’élevage,MadagascarMPAEMinistère auprès de la présidence en charge de lagriculture et de lélevage
Madagascar-MPAE-Ministère auprès de la présidence en charge de l’agriculture et de l’élevage,madagascar-mpae-ministère auprès de la présidence en charge de l’agriculture et de l’élevage
International Institute of Tropical Agriculture,International Institute of Tropical Agricultuer
International Institute of Tropical Agriculture,International Institute of Tropical Agriculture
International Institute of Tropical Agriculture,international institute of tropical agriculture
Centre de recherches pour le développement international,Centre de recherches pou rle développement international
Centre de recherches pour le développement international,Centre de recherches pour le développement international
Centre de recherches pour le développement international,centre de recherches pour le développement international
Canada. Parlement,Canada .Parlement
Canada. Parlement,Canada Parlement
Canada. Parlement,Canada. Parlement
Canada. Parlement,canada. parlement
Conférence des institutions d'enseignement et de recherche économiques et de gestion en Afrique,conférence des institutions d'enseignement et de recherche économiques et de gestion en afrique
Conférence des institutions d'enseignement et de recherche économiques et de gestion en Afrique,Conférence des institutions d'enseignement et de recherche économiques et de gestion en Afrique
Conférence des institutions d'enseignement et de recherche économiques et de gestion en Afrique,Conférence des institutions denseignement et de recherche économiques et de gestion en Afrique
Conférence des institutions d'enseignement et de recherche économiques et de gestion en Afrique,Conférence des institutions d'enseignement etd e recherche économiques et de gestion en Afrique
Institut de recherche pour le développement,institut de recherche pour le développement
Institut de recherche pour le développement,Institut der echerche pour le développement
Institut de recherche pour le développement,Institut de recherche pour le développement
Fond des Nations Unies pour les enfants,Fond des Nations Unies pour les enfanst
Fond des Nations Unies pour les enfants,fond des nations unies pour les enfants
Fond des Nations Unies pour les enfants,Fond des Nations Unies pour les enfants
Banco Mundial,banco mundial
Banco Mundial,Banco Mundial
Banco Mundial,Banco Mundail
Organisation Internationale de la Francophonie,Organisation Internationale de la Francophonie
Organisation Internationale de la Francophonie,Organisation Internationael de la Francophonie
Organisation Internationale de la Francophonie,organisation internationale de la francophonie
Conférence des ministres de l'Education des États et gouvernements de la Francophonie,Conférence des ministres de l'Education des États et gouvernements de la Francophonie
Conférence des ministres de l'Education des États et gouvernements de la Francophonie,Conférence des ministres de l'Education des États et gouvernemenst de la Francophonie
Conférence des ministres de l'Education des États et gouvernements de la Francophonie,Conférence des ministres de lEducation des États et gouvernements de la Francophonie
Conférence des ministres de l'Education des États et gouvernements de la Francophonie,conférence des ministres de l'education des états et gouvernements de la francophonie
Agence universitaire de la francophonie,Agence universitaire de la francohponie
Agence universitaire de la francophonie,Agence universitaire de la francophonie
Agence universitaire de la francophonie,agence universitaire de la francophonie
Clinical Research Malaysia,Clinical Research Malaysia
Clinical Research Malaysia,clinical research malaysia
Clinical Research Malaysia,Clinical Reesarch Malaysia
Institute for Medical Research,Institute for Medical Rseearch
Institute for Medical Research,institute for medical research
Institute for Medical Research,Institute for Medical Research
Seed Systems Development,seed systems development
Seed Systems Development,Seed Systems eDvelopment
Seed Systems Development,Seed Systems Development
"Great Britain. Foreign, Commonwealth & Development Office",Great Britain Foreign Commonwealth  Development Office
"Great Britain. Foreign, Commonwealth & Development Office","great britain. foreign, commonwealth & development office"
"Great Britain. Foreign, Commonwealth & Development Office","Great Britain. Foreign, Commonwealth & Development Office"
"Great Britain. Foreign, Commonwealth & Development Office","Great Britain. Foreig,n Commonwealth & Development Office"
University of the Witwatersrand,Uinversity of the Witwatersrand
University of the Witwatersrand,university of the witwatersrand
University of the Witwatersrand,University of the Witwatersrand
University of Bristol,university of bristol
University of Bristol,University of Bristol
University of Bristol,University of Birstol
"Organisation des Nations Unies pour l'éducation, la science et la culture","Organisation des aNtions Unies pour l'éducation, la science et la culture"
"Organisation des Nations Unies pour l'éducation, la science et la culture","Organisation des Nations Unies pour l'éducation, la science et la culture"
"Organisation des Nations Unies pour l'éducation, la science et la culture",Organisation des Nations Unies pour léducation la science et la culture
"Organisation des Nations Unies pour l'éducation, la science et la culture","organisation des nations unies pour l'éducation, la science et la culture"
FOCUS,focus
FOCUS,FOCUS
COlab innovation sociale et culture numérique,colab innovation sociale et culture numérique
COlab innovation sociale et culture numérique,COlab innovation sociale et culture numérique
COlab innovation sociale et culture numérique,COlab innovatino sociale et culture numérique
Gates Foundation,Gates Foudnation
Gates Foundation,gates foundation
Gates Foundation,Gates Foundation
Conférence des Ministres de l’éducation des Etats et gouvernements de la Francophonie,conférence des ministres de l’éducation des etats et gouvernements de la francophonie
Conférence des Ministres de l’éducation des Etats et gouvernements de la Francophonie,Conférence des Ministres de l’éducation des Etats et gouvernements de la Francophonie
Conférence des Ministres de l’éducation des Etats et gouvernements de la Francophonie,Conférence des Ministres de léducation des Etats et gouvernements de la Francophonie
Conférence des Ministres de l’éducation des Etats et gouvernements de la Francophonie,Conférence des Ministres de l’éducation desE tats et gouvernements de la Francophonie
Charles Merieux Center of Infectious Disease,Charles Merieux Center of Infectious Disease
Charles Merieux Center of Infectious Disease,Charles Merieux Center of Infcetious Disease
Charles Merieux Center of Infectious Disease,charles merieux center of infectious disease
Swiss Agency for Development and Cooperation (SDC),wSiss Agency for Development and Cooperation (SDC)
Swiss Agency for Development and Cooperation (SDC),swiss agency for development and cooperation (sdc)
Swiss Agency for Development and Cooperation (SDC),Swiss Agency for Development and Cooperation SDC
Swiss Agency for Development and Cooperation (SDC),Swiss Agency for Development and Cooperation (SDC)
